imageName,VisType,NormalizedVC,nodes,edges,attributes,attr_density,edge_density,positive_count,negative_count,positive_ratio,subtopics_covered,regions_used
VisC.199.5.png,Line,0.26,2,0,3,1.5,0.0,0,3,0.0,0,2
InfoVisJ.1247.10.png,Line,0.47,4,2,7,1.75,0.167,5,4,0.56,2,3
VisC.163.2.png,Line,0.55,3,2,4,1.33,0.333,5,1,0.83,2,3
wsj371.png,Line,0.41,6,3,9,1.5,0.1,3,9,0.25,3,5
VisC.375.5.png,Line,0.74,3,3,4,1.33,0.5,7,0,1.0,3,3
whoQ48_6.png,Line,0.3,1,0,1,1.0,0.0,0,1,0.0,0,1
economist_daily_chart_118.png,Line,0.5,2,1,2,1.0,0.5,0,3,0.0,1,1
InfoVisC.103.9.png,Line,0.46,3,1,4,1.33,0.167,5,0,1.0,1,3
whoQ42_6.png,Line,0.59,4,2,6,1.5,0.167,8,0,1.0,2,2
economist_daily_chart_521.png,Line,0.53,4,2,4,1.0,0.167,6,0,1.0,2,3
VisJ.1431.7.png,Line,0.15,4,2,5,1.25,0.167,3,4,0.43,2,2
v482_n7386_10_f2.png,Line,0.44,4,2,5,1.25,0.167,4,3,0.57,2,3
v484_n7392_1_f4.png,Line,0.78,4,3,6,1.5,0.25,9,0,1.0,2,3
whoK27_2.png,Line,0.38,4,2,6,1.5,0.167,5,3,0.62,2,3
SciVisJ.1025.10.png,Line,0.58,2,1,3,1.5,0.5,2,2,0.5,1,2
wsj603.png,Line,0.57,4,2,9,2.25,0.167,9,2,0.82,2,2
v487_n7405_7_f1.png,Line,0.8,2,1,4,2.0,0.5,5,0,1.0,1,2
treasuryG07_2.png,Line,0.31,3,1,5,1.67,0.167,0,6,0.0,1,3
SciVisJ.867.6.png,Line,0.59,4,2,5,1.25,0.167,7,0,1.0,2,3
wsj270.png,Line,0.45,4,2,5,1.25,0.167,1,6,0.14,2,4
VisC.255.4.png,Line,0.56,5,4,8,1.6,0.2,11,1,0.92,3,3
VisJ.1243.3.png,Line,0.51,5,3,6,1.2,0.15,9,0,1.0,3,2
VisC.171.4.png,Line,0.46,4,2,6,1.5,0.167,8,0,1.0,2,2
VisC.87.8.png,Line,0.43,4,3,6,1.5,0.25,1,8,0.11,2,3
InfoVisJ.659.6.png,Line,0.37,2,1,2,1.0,0.5,2,1,0.67,1,2
VASTC.1.12.png,Line,0.46,3,1,3,1.0,0.167,4,0,1.0,1,3
whoI19.png,Line,0.49,5,2,6,1.2,0.1,4,4,0.5,2,5
wsj359.png,Line,0.56,6,3,7,1.17,0.1,10,0,1.0,2,2
VisC.263.7.png,Line,0.57,3,2,4,1.33,0.333,6,0,1.0,2,2
v483_n7387_5_f1.png,Line,0.71,6,3,7,1.17,0.1,10,0,1.0,3,2
whoJ44.png,Line,0.31,2,1,2,1.0,0.5,0,3,0.0,1,2
VASTJ.432.7.png,Line,0.4,1,0,1,1.0,0.0,0,1,0.0,0,1
InfoVisJ.1247.14.png,Line,0.4,3,2,3,1.0,0.333,5,0,1.0,2,3
InfoVisJ.1655.8.png,Line,0.42,1,0,1,1.0,0.0,1,0,1.0,0,1
VisC.29.16.png,Line,0.45,3,1,3,1.0,0.167,3,1,0.75,1,3
VASTC.1.10.png,Line,0.46,2,1,2,1.0,0.5,3,0,1.0,1,1
whoO03.png,Line,0.48,1,0,1,1.0,0.0,0,1,0.0,0,1
v489_n7414_25_f2.png,Line,0.53,2,1,2,1.0,0.5,3,0,1.0,1,1
InfoVisJ.1022.6.png,Line,0.55,3,1,3,1.0,0.167,1,3,0.25,1,2
wsj108.png,Line,0.55,3,1,4,1.33,0.167,0,5,0.0,1,3
visMost92.png,Line,0.58,7,4,8,1.14,0.095,11,1,0.92,3,3
v484_n7392_9_f3.png,Line,0.67,4,3,6,1.5,0.25,9,0,1.0,2,2
InfoVisC.8.7.png,Line,0.72,3,2,3,1.0,0.333,5,0,1.0,2,2
v490_n7418_12_f3.png,Line,0.73,5,4,10,2.0,0.2,14,0,1.0,3,2
v483_n7390_1_f2.png,Line,0.5,1,0,1,1.0,0.0,1,0,1.0,0,1
InfoVisJ.1677.10.png,Node-link,0.64,6,3,7,1.17,0.1,9,1,0.9,3,3
InfoVisJ.339.3.png,Node-link,0.51,5,4,9,1.8,0.2,10,3,0.77,4,3
VASTJ.1698.5(4).png,Node-link,0.95,4,4,8,2.0,0.333,12,0,1.0,3,2
VisC.61.10(2).png,Node-link,0.37,1,0,1,1.0,0.0,0,1,0.0,0,1
vis737.png,Node-link,0.71,3,2,4,1.33,0.333,6,0,1.0,2,3
InfoVisC.65.5(2).png,Node-link,0.92,4,3,8,2.0,0.25,10,1,0.91,2,2
VisC.61.10.png,Node-link,0.46,2,1,3,1.5,0.5,4,0,1.0,1,1
visMost76.png,Node-link,0.55,5,3,7,1.4,0.15,10,0,1.0,2,4
InfoVisJ.349.1.png,Node-link,0.63,6,5,10,1.67,0.167,12,3,0.8,4,2
InfoVisC.65.6(2).png,Node-link,0.89,4,3,4,1.0,0.25,7,0,1.0,3,2
vis666.png,Node-link,0.68,4,3,6,1.5,0.25,8,1,0.89,2,2
VisC.77.17.png,Node-link,0.51,2,1,2,1.0,0.5,3,0,1.0,1,2
VisC.11.12(2).png,Node-link,0.79,5,4,8,1.6,0.2,12,0,1.0,3,2
InfoVisC.65.3.png,Node-link,0.4,4,3,5,1.25,0.25,8,0,1.0,3,1
InfoVisJ.2709.1.png,Node-link,0.78,5,3,7,1.4,0.15,10,0,1.0,2,2
SciVisJ.896.3.png,Node-link,0.71,3,2,4,1.33,0.333,6,0,1.0,2,1
VASTC.1.7.png,Node-link,0.7,6,4,11,1.83,0.133,13,2,0.87,4,3
SciVisJ.1290.8.png,Node-link,0.43,3,2,3,1.0,0.333,5,0,1.0,2,1
InfoVisC.27.6.png,Node-link,0.76,4,2,3,0.75,0.167,5,0,1.0,2,2
visMost38.png,Node-link,0.75,3,2,5,1.67,0.333,7,0,1.0,2,2
InfoVisJ.2699.12.png,Node-link,0.76,5,3,6,1.2,0.15,7,2,0.78,2,3
VASTJ.1139.3(2).png,Node-link,0.34,4,2,8,2.0,0.167,2,8,0.2,2,2
InfoVisC.65.4.png,Node-link,0.38,2,1,3,1.5,0.5,3,1,0.75,1,1
InfoVisJ.349.1(2).png,Node-link,0.56,2,1,2,1.0,0.5,1,2,0.33,1,2
InfoVisJ.2466.7.png,Node-link,0.77,4,2,6,1.5,0.167,8,0,1.0,2,3
VASTJ.200.8.png,Node-link,0.78,5,3,7,1.4,0.15,10,0,1.0,3,3
VisC.383.7.png,Node-link,0.92,3,2,6,2.0,0.333,7,1,0.88,2,1
InfoVisC.65.4(2).png,Node-link,0.45,3,2,3,1.0,0.333,1,4,0.2,2,1
InfoVisJ.401.12.png,Node-link,0.7,5,3,6,1.2,0.15,9,0,1.0,3,3
InfoVisJ.339.10.png,Node-link,0.51,5,3,8,1.6,0.15,11,0,1.0,3,1
VASTJ.1448.5.png,Node-link,0.6,3,3,5,1.67,0.5,8,0,1.0,3,1
np_11.png,Node-link,0.65,4,4,12,3.0,0.333,11,5,0.69,3,2
VASTJ.1.7.png,Node-link,0.83,2,1,2,1.0,0.5,3,0,1.0,1,2
vis796.png,Node-link,0.81,3,2,5,1.67,0.333,7,0,1.0,2,2
InfoVisC.103.4.png,Node-link,0.39,3,1,4,1.33,0.167,0,5,0.0,1,1
VASTJ.111.5.png,Node-link,0.53,4,2,4,1.0,0.167,6,0,1.0,1,3
InfoVisJ.349.8(4).png,Node-link,0.58,3,2,5,1.67,0.333,7,0,1.0,2,1
InfoVisJ.1063.13.png,Node-link,0.67,3,2,5,1.67,0.333,3,4,0.43,2,1
VASTJ.160.2.png,Node-link,0.74,6,4,10,1.67,0.133,14,0,1.0,3,2
vis567.png,Node-link,0.93,3,2,4,1.33,0.333,6,0,1.0,2,3
InfoVisJ.2072.7.png,Node-link,0.58,3,1,4,1.33,0.167,2,3,0.4,1,2
InfoVisJ.349.8.png,Node-link,0.6,3,2,4,1.33,0.333,6,0,1.0,2,2
VASTJ.1407.9.png,Node-link,0.63,6,4,8,1.33,0.133,12,0,1.0,3,3
VisC.375.9(3).png,Node-link,0.34,2,1,2,1.0,0.5,0,3,0.0,1,1
InfoVisC.65.3(2).png,Node-link,0.39,2,1,2,1.0,0.5,0,3,0.0,1,1
VisC.375.9(2).png,Node-link,0.4,3,1,3,1.0,0.167,0,4,0.0,1,1
InfoVisC.133.5(3).png,Node-link,0.48,4,3,7,1.75,0.25,10,0,1.0,3,2
VASTC.121.5.png,Node-link,0.54,3,2,4,1.33,0.333,6,0,1.0,2,3
VisC.389.1(3).png,Node-link,0.55,3,2,5,1.67,0.333,7,0,1.0,2,1
InfoVisJ.1257.5.png,Node-link,0.56,3,1,4,1.33,0.167,5,0,1.0,1,2
SciVisJ.645.3.png,Node-link,0.56,1,0,1,1.0,0.0,0,1,0.0,0,1
InfoVisJ.957.25.png,Node-link,0.58,1,0,1,1.0,0.0,0,1,0.0,0,1
InfoVisJ.349.1(3).png,Node-link,0.64,2,1,2,1.0,0.5,2,1,0.67,1,1
v488_n7410_15_f3.png,Node-link,0.65,6,4,9,1.5,0.133,13,0,1.0,3,4
wsj91.png,Node-link,0.69,4,3,5,1.25,0.25,8,0,1.0,3,2
VASTJ.1.5.png,Node-link,0.69,4,3,5,1.25,0.25,8,0,1.0,3,1
v483_n7390_14_f3.png,Node-link,0.7,5,3,5,1.0,0.15,8,0,1.0,3,2
InfoVisJ.2486.8.png,Node-link,0.72,4,4,7,1.75,0.333,8,3,0.73,3,1
v488_n7409_12_f4.png,Node-link,0.73,3,1,3,1.0,0.167,4,0,1.0,1,2
np_48.png,Node-link,0.74,4,2,5,1.25,0.167,7,0,1.0,2,2
InfoVisC.219.8.png,Node-link,0.76,4,3,6,1.5,0.25,9,0,1.0,3,3
InfoVisJ.1063.13(3).png,Node-link,0.81,3,2,3,1.0,0.333,5,0,1.0,2,2
VASTJ.1.10.png,Node-link,0.84,3,2,4,1.33,0.333,6,0,1.0,2,1
vis216.png,Node-link,0.78,2,1,2,1.0,0.5,3,0,1.0,1,2
VASTJ.1448.5(2).png,Node-link,0.68,3,1,3,1.0,0.167,4,0,1.0,1,1
vis673.png,Node-link,0.79,1,0,1,1.0,0.0,0,1,0.0,0,1
InfoVisJ.1569.6.png,Point,0.56,2,1,3,1.5,0.5,0,4,0.0,1,1
InfoVisJ.485.9.png,Point,0.67,8,6,14,1.75,0.107,19,1,0.95,4,5
wsj533.png,Point,0.59,2,0,3,1.5,0.0,0,3,0.0,0,2
visMost634.png,Point,0.7,2,1,2,1.0,0.5,0,3,0.0,1,2
wsj294.png,Point,0.59,6,3,9,1.5,0.1,11,1,0.92,3,4
v488_n7413_12_f2.png,Point,0.59,6,3,7,1.17,0.1,10,0,1.0,3,4
InfoVisC.157.1.png,Point,0.77,5,3,6,1.2,0.15,9,0,1.0,3,4
vis652.png,Point,0.44,7,4,11,1.57,0.095,15,0,1.0,4,4
economist_daily_chart_393.png,Point,0.42,5,3,8,1.6,0.15,3,8,0.27,3,4
whoK22.png,Point,0.58,3,2,4,1.33,0.333,6,0,1.0,2,1
v485_n7399_9_f5.png,Point,0.56,4,2,5,1.25,0.167,3,4,0.43,2,2
InfoVisJ.989.8.png,Point,0.48,3,1,4,1.33,0.167,1,4,0.2,1,3
InfoVisJ.669.4.png,Point,0.59,3,1,4,1.33,0.167,3,2,0.6,1,2
VASTJ.151.12.png,Point,0.38,2,1,3,1.5,0.5,2,2,0.5,1,2
economist_daily_chart_349.png,Point,0.53,4,2,5,1.25,0.167,7,0,1.0,2,1
v487_n7407_14_f4.png,Point,0.74,4,2,5,1.25,0.167,1,6,0.14,2,2
vis639.png,Point,0.63,3,2,5,1.67,0.333,7,0,1.0,2,1
whoQ32_2.png,Point,0.56,4,3,5,1.25,0.25,8,0,1.0,2,4
VisC.251.7.png,Point,0.45,2,1,2,1.0,0.5,3,0,1.0,1,2
InfoVisJ.479.13.png,Point,0.51,3,2,4,1.33,0.333,3,3,0.5,2,2
VisJ.1431.19.png,Point,0.8,4,3,7,1.75,0.25,10,0,1.0,3,1
VisC.375.2.png,Point,0.76,5,4,6,1.2,0.2,10,0,1.0,4,3
VASTC.107.7.png,Point,0.68,5,3,8,1.6,0.15,11,0,1.0,3,4
v487_n7406_13_f2.png,Point,0.74,9,5,10,1.11,0.069,15,0,1.0,4,3
InfoVisJ.619.17.png,Point,0.54,4,2,7,1.75,0.167,9,0,1.0,2,2
SciVisJ.1025.11.png,Point,0.36,4,3,8,2.0,0.25,11,0,1.0,3,2
economist_daily_chart_152.png,Point,0.55,5,3,5,1.0,0.15,8,0,1.0,3,4
v488_n7410_20_f4.png,Point,0.66,3,2,4,1.33,0.333,6,0,1.0,2,2
VASTJ.1683.4(3).png,Point,0.68,3,2,6,2.0,0.333,2,6,0.25,2,1
np_21.png,Point,0.79,6,5,8,1.33,0.167,11,2,0.85,4,4
InfoVisJ.459.15.png,Point,0.62,4,2,5,1.25,0.167,5,2,0.71,2,3
VisC.527.1.png,Point,0.29,4,1,5,1.25,0.083,0,6,0.0,1,3
v486_n7401_7_f1.png,Point,0.39,4,2,4,1.0,0.167,3,3,0.5,2,3
wsj124.png,Point,0.41,1,0,1,1.0,0.0,0,1,0.0,0,1
InfoVisJ.1161.5.png,Point,0.48,3,2,3,1.0,0.333,0,5,0.0,1,1
InfoVisJ.1032.5.png,Point,0.48,4,3,5,1.25,0.25,8,0,1.0,3,2
InfoVisJ.629.8.png,Point,0.52,6,3,7,1.17,0.1,10,0,1.0,2,2
InfoVisJ.349.10.png,Point,0.56,4,2,6,1.5,0.167,8,0,1.0,2,2
v490_n7419_13_f3.png,Point,0.57,3,1,3,1.0,0.167,0,4,0.0,1,1
v488_n7412_8_f1.png,Point,0.57,4,2,5,1.25,0.167,2,5,0.29,1,3
visMost460.png,Point,0.57,2,1,2,1.0,0.5,3,0,1.0,1,2
SciVisJ.1580.11(2).png,Point,0.61,4,3,4,1.0,0.25,0,7,0.0,3,2
v485_n7396_14_f4.png,Point,0.63,5,3,7,1.4,0.15,10,0,1.0,3,3
VASTJ.422.7.png,Point,0.64,4,2,5,1.25,0.167,7,0,1.0,2,2
v490_n7419_7_f3.png,Point,0.64,4,2,6,1.5,0.167,8,0,1.0,2,3
whoQ30_1.png,Point,0.68,2,1,3,1.5,0.5,4,0,1.0,1,1
VisC.501.7(2).png,Point,0.72,3,2,8,2.67,0.333,9,1,0.9,2,2
economist_daily_chart_208.png,Point,0.73,6,3,7,1.17,0.1,10,0,1.0,3,3
InfoVisJ.1161.6.png,Point,0.73,1,0,1,1.0,0.0,0,1,0.0,0,1
v485_n7397_5_f1.png,Point,0.75,4,2,5,1.25,0.167,7,0,1.0,2,2
InfoVisJ.1229.6.png,Point,0.76,2,1,2,1.0,0.5,3,0,1.0,1,2
SciVisJ.561.7.png,Point,0.79,4,2,4,1.0,0.167,6,0,1.0,2,1
VASTJ.1683.4(2).png,Point,0.79,3,1,3,1.0,0.167,4,0,1.0,1,3
v485_n7400_14_f2.png,Point,0.82,4,2,4,1.0,0.167,6,0,1.0,2,2
economist_daily_chart_372.png,Point,0.46,2,1,2,1.0,0.5,3,0,1.0,1,1
InfoVisJ.599.10(2).png,Point,0.73,1,0,1,1.0,0.0,1,0,1.0,0,1
VASTJ.51.7.png,Point,0.37,3,2,7,2.33,0.333,6,3,0.67,2,3
wsj200.png,Point,0.73,3,1,3,1.0,0.167,4,0,1.0,1,2
InfoVisJ.2251.3.png,Schematic,0.28,2,1,4,2.0,0.5,5,0,1.0,1,2
InfoVisJ.2412.7(2).png,Schematic,0.36,2,1,4,2.0,0.5,0,5,0.0,1,2
InfoVisC.211.3(2).png,Schematic,0.33,2,1,2,1.0,0.5,0,3,0.0,1,2
InfoVisJ.2583.8.png,Schematic,0.52,3,1,4,1.33,0.167,3,2,0.6,1,1
InfoVisJ.2251.6.png,Schematic,0.49,3,2,5,1.67,0.333,6,1,0.86,2,1
SciVisJ.921.6.png,Schematic,0.73,4,2,4,1.0,0.167,6,0,1.0,2,3
InfoVisJ.2412.7.png,Schematic,0.19,2,1,3,1.5,0.5,0,4,0.0,1,2
InfoVisJ.2082.7.png,Table,0.73,2,1,2,1.0,0.5,3,0,1.0,1,1
InfoVisJ.647.13(2).png,Text,0.43,2,1,2,1.0,0.5,0,3,0.0,1,1
InfoVisJ.2556.7(2).png,Text,0.79,3,2,4,1.33,0.333,6,0,1.0,2,2
VASTJ.2012.4.png,Text,0.77,6,4,11,1.83,0.133,15,0,1.0,4,3
VASTC.13.9.png,Text,0.88,6,4,8,1.33,0.133,12,0,1.0,3,3
InfoVisJ.1169.5(2).png,Text,0.62,3,2,5,1.67,0.333,7,0,1.0,2,1
InfoVisJ.621.9.png,Text,0.63,2,1,3,1.5,0.5,0,4,0.0,1,1
VASTC.159.2.png,Text,0.69,2,2,5,2.5,1.0,0,7,0.0,2,1
VASTJ.1612.1(3).png,Text,0.68,2,2,3,1.5,1.0,5,0,1.0,2,2
InfoVisJ.621.2.png,Text,0.33,2,1,3,1.5,0.5,0,4,0.0,1,2
InfoVisJ.1190.8.png,Text,0.64,4,3,7,1.75,0.25,10,0,1.0,3,1
InfoVisJ.953.10.png,Text,0.47,4,2,4,1.0,0.167,1,5,0.17,2,1
VASTJ.1763.6.png,Text,0.65,3,1,4,1.33,0.167,5,0,1.0,1,2
InfoVisJ.2412.17(2).png,Text,0.61,2,1,4,2.0,0.5,5,0,1.0,1,2
VASTC.183.14(1).png,Text,0.62,2,1,2,1.0,0.5,0,3,0.0,1,1
VASTC.91.5(1).png,Text,0.74,7,3,11,1.57,0.071,14,0,1.0,2,2
MorphableWordClouds8.png,Text,0.5,4,3,6,1.5,0.25,9,0,1.0,3,1
MorphableWordClouds5.png,Text,0.53,5,2,6,1.2,0.1,4,4,0.5,2,2
InfoVisC.73.6.png,Text,0.39,4,3,9,2.25,0.25,11,1,0.92,3,1
InfoVisJ.2556.8.png,Text,0.61,3,2,6,2.0,0.333,4,4,0.5,2,2
InfoVisJ.2556.10.png,Text,0.49,4,3,9,2.25,0.25,12,0,1.0,3,2
InfoVisJ.647.7(2).png,Text,0.54,3,1,3,1.0,0.167,4,0,1.0,1,1
MorphableWordClouds12.png,Text,0.53,2,1,2,1.0,0.5,0,3,0.0,1,1
InfoVisJ.1137.1.png,Text,0.54,2,1,2,1.0,0.5,0,3,0.0,1,1
InfoVisJ.2556.10(2).png,Text,0.59,2,2,5,2.5,1.0,7,0,1.0,2,2
InfoVisJ.621.8.png,Text,0.6,2,1,3,1.5,0.5,0,4,0.0,1,1
VASTJ.2012.9(2).png,Text,0.67,3,4,8,2.67,0.667,12,0,1.0,4,2
VASTC.59.11(2).png,Text,0.84,1,1,3,3.0,1.0,4,0,1.0,1,1
InfoVisJ.621.6(2).png,Text,0.38,2,1,3,1.5,0.5,2,2,0.5,1,1
InfoVisJ.647.8(2).png,Text,0.42,3,2,5,1.67,0.333,7,0,1.0,2,1
InfoVisJ.691.6(3).png,Text,0.47,2,1,2,1.0,0.5,0,3,0.0,1,1
VASTJ.1763.8(2).png,Text,0.47,3,2,3,1.0,0.333,0,5,0.0,2,2
InfoVisJ.1149.17.png,Text,0.49,1,0,1,1.0,0.0,1,0,1.0,0,1
InfoVisJ.2412.16(2).png,Text,0.5,4,2,5,1.25,0.167,1,6,0.14,2,2
MorphableWordClouds20.png,Text,0.53,2,1,2,1.0,0.5,3,0,1.0,1,2
VASTC.91.5.png,Text,0.55,3,2,4,1.33,0.333,6,0,1.0,2,2
MorphableWordClouds21.png,Text,0.58,4,2,6,1.5,0.167,8,0,1.0,2,2
InfoVisJ.621.3.png,Text,0.6,4,2,5,1.25,0.167,7,0,1.0,2,1
VASTJ.220.1(2).png,Text,0.61,5,3,7,1.4,0.15,10,0,1.0,3,2
CiteRivers5(1).png,Text,0.62,3,2,3,1.0,0.333,2,3,0.4,2,1
InfoVisJ.2546.1.png,Text,0.63,4,3,6,1.5,0.25,9,0,1.0,3,1
InfoVisJ.1169.1.png,Text,0.64,3,2,5,1.67,0.333,7,0,1.0,2,1
VASTJ.250.13.png,Text,0.64,1,0,1,1.0,0.0,1,0,1.0,0,1
MorphableWordClouds13.png,Text,0.67,3,3,5,1.67,0.5,8,0,1.0,2,1
InfoVisC.24.3(2).png,Text,0.7,3,2,4,1.33,0.333,6,0,1.0,2,1
InfoVisJ.2556.9.png,Text,0.71,2,1,4,2.0,0.5,0,5,0.0,1,1
VASTC.51.10.png,Text,0.78,3,2,3,1.0,0.333,5,0,1.0,2,2
VASTJ.1612.1.png,Text,0.93,2,1,4,2.0,0.5,4,1,0.8,1,1
MorphableWordClouds11.png,Text,0.53,2,1,3,1.5,0.5,4,0,1.0,1,1
MorphableWordClouds7.png,Text,0.48,2,1,4,2.0,0.5,5,0,1.0,1,1
VASTJ.1612.1(4).png,Text,0.81,4,2,6,1.5,0.167,7,1,0.88,2,2
InfoVisJ.2546.10.png,Text,0.75,4,2,5,1.25,0.167,6,1,0.86,2,2
